2019167	8 1 3	12	
2019166	5 3 1	9	
2019165	8 8 3	19	
2019164	9 5 1	15	
2019163	8 9 4	21	
2019162	0 3 3	6	
2019161	9 7 2	18	
2019160	1 3 5	9	
2019159	1 7 0	8	
2019158	7 0 8	15	
2019157	6 2 6	14	
2019156	8 7 9	24	
2019155	0 5 0	5	
2019154	6 3 2	11	
2019153	3 2 6	11	
2019152	0 5 1	6	
2019151	3 4 7	14	
2019150	2 5 8	15	
2019149	3 5 0	8	
2019148	3 6 2	11	
2019147	4 7 0	11	
2019146	0 1 3	4	
2019145	3 1 5	9	
2019144	3 8 8	19	
2019143	4 7 1	12	
2019142	7 9 2	18	
2019141	3 1 5	9	
2019140	2 7 6	15	
2019139	8 4 9	21	
2019138	3 3 1	7	
2019137	3 4 7	14	
2019136	6 7 0	13	
2019135	7 8 9	24	
2019134	3 9 4	16	
2019133	2 1 9	12	
2019132	7 8 7	22	
2019131	0 3 1	4	
2019130	2 9 8	19	
2019129	5 0 4	9	
2019128	9 8 0	17	
2019127	7 5 8	20	
2019126	4 7 0	11	
2019125	0 8 1	9	
2019124	2 1 1	4	
2019123	1 5 7	13	
2019122	8 6 5	19	
2019121	6 0 8	14	
2019120	9 0 0	9	
2019119	2 4 9	15	
2019118	4 1 8	13	
2019117	2 9 6	17	
2019116	0 4 7	11	
2019115	4 6 6	16	
2019114	5 5 8	18	
2019113	2 3 8	13	
2019112	9 2 2	13	
2019111	7 1 6	14	
2019110	6 1 2	9	
2019109	1 3 6	10	
2019108	5 1 5	11	
2019107	1 7 7	15	
2019106	0 4 0	4	
2019105	3 8 2	13	
2019104	5 9 3	17	
2019103	7 5 0	12	
2019102	5 5 9	19	
2019101	5 5 9	19	
2019100	4 8 7	19	
2019099	7 3 8	18	
2019098	0 8 7	15	
2019097	2 4 3	9	
2019096	0 6 6	12	
2019095	9 3 5	17	
2019094	8 9 1	18	
2019093	2 5 8	15	
2019092	6 3 0	9	
2019091	5 2 6	13	
2019090	7 8 9	24	
2019089	4 5 0	9	
2019088	9 3 6	18	
2019087	1 7 4	12	
2019086	2 8 3	13	
2019085	5 0 5	10	
2019084	9 7 8	24	
2019083	9 8 2	19	
2019082	8 7 1	16	
2019081	4 3 1	8	
2019080	3 4 1	8	
2019079	5 3 9	17	
2019078	0 4 6	10	
2019077	9 7 2	18	
2019076	0 0 5	5	
2019075	0 1 2	3	
2019074	2 6 5	13	
2019073	3 3 0	6	
2019072	5 2 1	8	
2019071	0 0 6	6	
2019070	7 9 8	24	
2019069	8 7 6	21	
2019068	4 4 1	9	
2019067	4 8 8	20	
2019066	3 0 8	11	
2019065	0 3 2	5	
2019064	5 8 7	20	
2019063	9 7 1	17	
2019062	4 0 8	12	
2019061	0 9 4	13	
2019060	4 1 1	6	
2019059	1 4 0	5	
2019058	0 2 0	2	
2019057	7 6 0	13	
2019056	6 3 9	18	
2019055	1 2 8	11	
2019054	8 4 9	21	
2019053	1 3 6	10	
2019052	5 2 7	14	
2019051	0 1 3	4	
2019050	9 4 8	21	
2019049	8 0 1	9	
2019048	3 2 6	11	
2019047	9 2 3	14	
2019046	1 4 5	10	
2019045	3 5 7	15	
2019044	0 2 0	2	
2019043	0 9 6	15	
2019042	5 7 9	21	
2019041	4 2 8	14	
2019040	7 5 4	16	
2019039	7 5 4	16	
2019038	9 8 8	25	
2019037	7 5 6	18	
2019036	4 3 4	11	
2019035	8 8 8	24	
2019034	6 6 7	19	
2019033	2 0 7	9	
2019032	1 6 1	8	
2019031	7 9 3	19	
2019030	2 8 0	10	
2019029	5 4 6	15	
2019028	7 4 1	12	
2019027	3 0 1	4	
2019026	5 9 4	18	
2019025	2 3 7	12	
2019024	6 3 7	16	
2019023	7 6 7	20	
2019022	1 7 3	11	
2019021	0 8 8	16	
2019020	4 2 8	14	
2019019	7 9 7	23	
2019018	1 4 2	7	
2019017	5 5 9	19	
2019016	6 8 3	17	
2019015	2 3 0	5	
2019014	7 9 4	20	
2019013	9 1 0	10	
2019012	1 3 1	5	
2019011	2 6 6	14	
2019010	5 3 8	16	
2019009	7 4 6	17	
2019008	5 8 7	20	
2019007	3 7 0	10	
2019006	7 5 5	17	
2019005	5 0 1	6	
2019004	1 1 8	10	
2019003	4 3 5	12	
2019002	2 7 2	11	
2019001	6 4 4	14	
2018358	3 2 9	14	
2018357	1 4 7	12	
2018356	6 1 1	8	
2018355	7 8 7	22	
2018354	6 0 9	15	
2018353	5 8 9	22	
2018352	5 4 2	11	
2018351	1 5 6	12	
2018350	3 2 2	7	
2018349	8 2 1	11	
2018348	4 6 9	19	
2018347	5 1 3	9	
2018346	1 8 6	15	
2018345	6 9 2	17	
2018344	3 9 7	19	
2018343	0 5 2	7	
2018342	4 9 7	20	
2018341	7 9 9	25	
2018340	7 9 8	24	
2018339	7 7 4	18	
2018338	1 7 8	16	
2018337	7 3 1	11	
2018336	9 0 6	15	
2018335	4 0 7	11	
2018334	3 4 9	16	
2018333	2 8 8	18	
2018332	3 8 8	19	
2018331	1 0 8	9	
2018330	1 7 1	9	
2018329	1 6 5	12	
2018328	4 8 1	13	
2018327	4 3 2	9	
2018326	4 5 4	13	
2018325	0 6 1	7	
2018324	3 1 9	13	
2018323	9 2 4	15	
2018322	1 3 0	4	
2018321	8 3 7	18	
2018320	5 6 5	16	
2018319	2 1 6	9	
2018318	8 7 0	15	
2018317	2 0 3	5	
2018316	7 0 8	15	
2018315	0 8 8	16	
2018314	7 8 7	22	
2018313	2 8 9	19	
2018312	2 5 6	13	
2018311	0 8 1	9	
2018310	3 4 7	14	
2018309	3 8 0	11	
2018308	6 8 2	16	
2018307	8 3 7	18	
2018306	3 1 6	10	
2018305	8 4 5	17	
2018304	3 4 0	7	
2018303	8 1 0	9	
2018302	8 8 3	19	
2018301	9 2 6	17	
2018300	7 7 7	21	
2018299	3 3 1	7	
2018298	1 1 1	3	
2018297	2 8 9	19	
2018296	8 8 1	17	
2018295	5 1 3	9	
2018294	5 3 7	15	
2018293	8 9 5	22	
2018292	9 2 2	13	
2018291	9 3 5	17	
2018290	0 3 6	9	
2018289	9 5 4	18	
2018288	3 4 4	11	
2018287	3 8 7	18	
2018286	6 9 1	16	
2018285	9 8 2	19	
2018284	6 3 4	13	
2018283	5 5 8	18	
2018282	6 1 7	14	
2018281	9 4 7	20	
2018280	6 6 9	21	
2018279	3 7 5	15	
2018278	5 6 3	14	
2018277	7 0 9	16	
2018276	2 6 1	9	
2018275	2 6 4	12	
2018274	5 5 7	17	
2018273	4 5 7	16	
2018272	0 8 5	13	
2018271	5 3 6	14	
2018270	3 4 9	16	
2018269	6 5 9	20	
2018268	7 2 8	17	
2018267	0 0 1	1	
2018266	6 2 1	9	
2018265	6 4 8	18	
2018264	0 0 4	4	
2018263	8 1 3	12	
2018262	5 3 2	10	
2018261	8 0 9	17	
2018260	4 7 4	15	
2018259	0 1 0	1	
2018258	3 0 0	3	
2018257	0 9 4	13	
2018256	0 8 7	15	
2018255	2 8 9	19	
2018254	6 5 7	18	
2018253	0 9 8	17	
2018252	0 6 7	13	
2018251	9 8 3	20	
2018250	5 5 1	11	
2018249	6 3 6	15	
2018248	2 5 1	8	
2018247	6 2 6	14	
2018246	6 0 3	9	
2018245	3 5 1	9	
2018244	3 6 4	13	
2018243	6 3 9	18	
2018242	6 2 3	11	
2018241	2 1 5	8	
2018240	5 0 6	11	
2018239	7 4 9	20	
2018238	7 2 0	9	
2018237	6 3 1	10	
2018236	6 4 2	12	
2018235	8 2 8	18	
2018234	9 5 3	17	
2018233	5 7 9	21	
2018232	7 1 5	13	
2018231	6 2 9	17	
2018230	7 5 0	12	
2018229	5 5 6	16	
2018228	4 7 0	11	
2018227	9 7 7	23	
2018226	9 6 7	22	
2018225	1 6 0	7	
2018224	0 3 0	3	
2018223	4 9 9	22	
2018222	1 7 3	11	
2018221	0 1 4	5	
2018220	6 4 8	18	
2018219	3 9 1	13	
2018218	6 9 7	22	
2018217	5 8 7	20	
2018216	8 2 1	11	
2018215	4 2 5	11	
2018214	8 8 1	17	
2018213	2 0 3	5	
2018212	5 7 8	20	
2018211	6 2 8	16	
2018210	8 2 9	19	
2018209	9 5 0	14	
2018208	4 5 2	11	
2018207	7 5 6	18	
2018206	6 2 6	14	
2018205	4 1 8	13	
2018204	0 4 2	6	
2018203	0 4 5	9	
2018202	6 1 4	11	
2018201	6 1 5	12	
2018200	3 5 0	8	
2018199	5 1 0	6	
2018198	3 7 9	19	
2018197	1 5 0	6	
2018196	0 0 5	5	
2018195	7 3 6	16	
2018194	3 7 5	15	
2018193	0 6 1	7	
2018192	8 9 3	20	
2018191	5 0 3	8	
2018190	5 5 6	16	
2018189	7 6 0	13	
2018188	0 4 8	12	
2018187	8 0 7	15	
2018186	1 4 1	6	
2018185	5 7 0	12	
2018184	4 7 3	14	
2018183	3 5 9	17	
2018182	3 2 9	14	
2018181	4 9 8	21	
2018180	7 6 1	14	
2018179	7 2 4	13	
2018178	3 3 6	12	
2018177	1 0 2	3	
2018176	2 3 5	10	
2018175	3 3 8	14	
2018174	8 8 6	22	
2018173	4 6 3	13	
2018172	5 1 3	9	
2018171	8 1 9	18	
2018170	1 1 7	9	
2018169	5 3 0	8	
2018168	1 7 4	12	
2018167	4 8 9	21	
2018166	9 4 1	14	
2018165	9 0 2	11	
2018164	1 5 7	13	
2018163	8 6 9	23	
2018162	1 3 7	11	
2018161	7 9 4	20	
2018160	4 7 7	18	
2018159	3 4 0	7	
2018158	3 6 3	12	
2018157	0 2 2	4	
2018156	3 2 4	9	
2018155	2 8 9	19	
2018154	6 6 9	21	
2018153	3 2 9	14	
2018152	2 5 8	15	
2018151	5 1 4	10	
2018150	3 3 5	11	
2018149	9 2 3	14	
2018148	0 8 7	15	
2018147	6 3 6	15	
2018146	5 6 9	20	
2018145	3 8 6	17	
2018144	0 9 1	10	
2018143	4 5 4	13	
2018142	9 3 7	19	
2018141	5 3 6	14	
2018140	1 3 3	7	
2018139	4 4 7	15	
2018138	0 6 8	14	
2018137	5 3 7	15	
2018136	6 4 3	13	
2018135	6 9 8	23	
2018134	6 1 7	14	
2018133	6 9 1	16	
2018132	9 6 6	21	
2018131	2 9 7	18	
2018130	2 4 5	11	
2018129	3 5 6	14	
2018128	0 3 3	6	
2018127	0 2 0	2	
2018126	3 6 1	10	
2018125	8 3 2	13	
2018124	6 8 9	23	
2018123	9 0 6	15	
2018122	1 8 1	10	
2018121	7 6 1	14	
2018120	4 9 8	21	
2018119	9 7 8	24	
2018118	9 3 0	12	
2018117	0 4 3	7	
2018116	0 0 3	3	
2018115	9 9 9	27	
2018114	4 4 1	9	
2018113	6 1 5	12	
2018112	9 5 5	19	
2018111	7 2 0	9	
2018110	9 4 0	13	
2018109	2 1 8	11	
2018108	6 9 2	17	
2018107	6 6 3	15	
2018106	3 3 6	12	
2018105	8 4 7	19	
2018104	7 1 7	15	
2018103	2 2 2	6	
2018102	5 7 3	15	
2018101	3 4 5	12	
2018100	2 7 0	9	
2018099	9 1 9	19	
2018098	6 6 5	17	
2018097	0 3 8	11	
2018096	2 4 3	9	
2018095	2 4 1	7	
2018094	1 3 6	10	
2018093	2 0 9	11	
2018092	2 3 1	6	
2018091	1 0 2	3	
2018090	6 7 1	14	
2018089	6 6 8	20	
2018088	0 9 9	18	
2018087	5 1 3	9	
2018086	1 8 6	15	
2018085	9 0 3	12	
2018084	5 1 9	15	
2018083	2 6 6	14	
2018082	5 4 9	18	
2018081	7 5 8	20	
2018080	8 7 9	24	
2018079	3 6 9	18	
2018078	6 1 6	13	
2018077	2 4 6	12	
2018076	7 8 5	20	
2018075	8 6 1	15	
2018074	8 1 5	14	
2018073	2 7 5	14	
2018072	4 7 3	14	
2018071	7 7 9	23	
2018070	5 6 7	18	
2018069	1 1 9	11	
2018068	4 4 8	16	
2018067	8 5 8	21	
2018066	0 9 5	14	
2018065	8 4 8	20	
2018064	3 3 9	15	
2018063	6 1 3	10	
2018062	7 9 2	18	
2018061	5 2 5	12	
2018060	7 6 7	20	
2018059	9 4 7	20	
2018058	7 2 3	12	
2018057	9 7 7	23	
2018056	9 0 8	17	
2018055	1 6 0	7	
2018054	3 2 5	10	
2018053	1 5 4	10	
2018052	3 6 9	18	
2018051	6 2 0	8	
2018050	8 7 5	20	
2018049	5 4 1	10	
2018048	6 9 3	18	
2018047	5 5 8	18	
2018046	3 4 7	14	
2018045	2 0 3	5	
2018044	9 0 2	11	
2018043	5 2 7	14	
2018042	1 3 1	5	
2018041	6 5 1	12	
2018040	6 8 4	18	
2018039	7 0 6	13	
2018038	8 5 9	22	
2018037	6 9 5	20	
2018036	3 6 5	14	
2018035	8 5 6	19	
2018034	6 7 6	19	
2018033	7 6 7	20	
2018032	7 1 2	10	
2018031	3 2 8	13	
2018030	6 8 2	16	
2018029	3 1 3	7	
2018028	8 2 8	18	
2018027	9 7 3	19	
2018026	9 3 2	14	
2018025	6 4 7	17	
2018024	6 6 4	16	
2018023	1 0 2	3	
2018022	9 9 2	20	
2018021	2 7 2	11	
2018020	7 4 9	20	
2018019	1 7 9	17	
2018018	8 1 0	9	
2018017	6 5 9	20	
2018016	4 0 1	5	
2018015	8 7 5	20	
2018014	0 8 4	12	
2018013	7 4 6	17	
2018012	8 9 1	18	
2018011	0 7 8	15	
2018010	8 5 8	21	
2018009	8 1 3	12	
2018008	5 8 3	16	
2018007	0 2 1	3	
2018006	7 2 0	9	
2018005	8 2 8	18	
2018004	3 9 3	15	
2018003	7 3 6	16	
2018002	9 2 8	19	
2018001	3 2 6	11	
2017358	6 1 2	9	
2017357	6 6 5	17	
2017356	6 4 7	17	
2017355	0 3 1	4	
2017354	2 9 4	15	
2017353	0 9 4	13	
2017352	8 5 5	18	
2017351	1 0 9	10	
2017350	7 2 6	15	
2017349	5 3 7	15	
2017348	3 1 1	5	
2017347	6 6 6	18	
2017346	8 6 1	15	
2017345	1 7 3	11	
2017344	6 9 8	23	
2017343	8 6 1	15	
2017342	9 6 0	15	
2017341	1 6 2	9	
2017340	7 1 4	12	
2017339	8 5 3	16	
2017338	9 0 1	10	
2017337	4 4 4	12	
2017336	7 7 5	19	
2017335	7 0 5	12	
2017334	9 0 5	14	
2017333	4 4 2	10	
2017332	8 0 4	12	
2017331	7 8 2	17	
2017330	4 3 0	7	
2017329	9 1 3	13	
2017328	0 3 0	3	
2017327	3 5 1	9	
2017326	4 9 0	13	
2017325	4 0 6	10	
2017324	6 3 7	16	
2017323	2 8 0	10	
2017322	4 1 9	14	
2017321	1 8 8	17	
2017320	5 4 3	12	
2017319	1 0 5	6	
2017318	8 5 6	19	
2017317	7 7 1	15	
2017316	7 2 3	12	
2017315	7 9 1	17	
2017314	3 0 0	3	
2017313	2 3 2	7	
2017312	1 1 4	6	
2017311	9 7 9	25	
2017310	1 3 6	10	
2017309	8 7 9	24	
2017308	7 1 0	8	
2017307	5 1 7	13	
2017306	8 1 7	16	
2017305	4 2 0	6	
2017304	1 0 9	10	
2017303	4 9 7	20	
2017302	2 4 1	7	
2017301	3 9 1	13	
2017300	0 5 0	5	
2017299	9 2 1	12	
2017298	2 1 8	11	
2017297	4 6 2	12	
2017296	9 5 9	23	
2017295	7 2 3	12	
2017294	7 5 7	19	
2017293	6 6 9	21	
2017292	7 1 5	13	
2017291	7 6 5	18	
2017290	2 8 5	15	
2017289	2 3 6	11	
2017288	3 0 0	3	
2017287	2 8 5	15	
2017286	5 1 2	8	
2017285	4 3 4	11	
2017284	1 3 1	5	
2017283	3 5 5	13	
2017282	5 6 8	19	
2017281	6 0 9	15	
2017280	6 5 8	19	
2017279	4 5 3	12	
2017278	9 0 2	11	
2017277	5 5 7	17	
2017276	8 8 7	23	
2017275	8 9 8	25	
2017274	9 4 4	17	
2017273	2 6 7	15	
2017272	9 3 4	16	
2017271	4 2 8	14	
2017270	1 3 5	9	
2017269	9 3 8	20	
2017268	5 7 8	20	
2017267	7 7 0	14	
2017266	2 0 3	5	
2017265	3 7 2	12	
2017264	9 3 3	15	
2017263	6 7 2	15	
2017262	9 1 2	12	
2017261	6 8 6	20	
2017260	0 9 5	14	
2017259	4 8 1	13	
2017258	3 6 1	10	
2017257	2 3 4	9	
2017256	3 6 2	11	
2017255	5 2 1	8	
2017254	6 3 9	18	
2017253	3 2 6	11	
2017252	3 8 7	18	
2017251	9 5 1	15	
2017250	1 4 2	7	
2017249	3 0 2	5	
2017248	8 5 6	19	
2017247	3 7 0	10	
2017246	7 7 8	22	
2017245	2 8 4	14	
2017244	0 4 8	12	
2017243	7 5 1	13	
2017242	2 3 7	12	
2017241	6 6 4	16	
2017240	5 9 1	15	
2017239	3 8 9	20	
2017238	5 1 7	13	
2017237	1 3 5	9	
2017236	9 3 7	19	
2017235	3 6 2	11	
2017234	8 9 5	22	
2017233	9 5 2	16	
2017232	0 9 1	10	
2017231	7 4 8	19	
2017230	5 9 8	22	
2017229	7 0 7	14	
2017228	5 3 5	13	
2017227	8 8 5	21	
2017226	9 0 3	12	
2017225	8 0 1	9	
2017224	2 6 5	13	
2017223	7 7 8	22	
2017222	7 3 1	11	
2017221	8 5 7	20	
2017220	2 8 7	17	
2017219	5 1 3	9	
2017218	9 1 1	11	
2017217	8 1 2	11	
2017216	0 6 3	9	
2017215	3 6 9	18	
2017214	3 1 3	7	
2017213	9 8 6	23	
2017212	7 1 6	14	
2017211	1 2 4	7	
2017210	2 5 6	13	
2017209	3 5 4	12	
2017208	8 2 2	12	
2017207	3 3 1	7	
2017206	3 4 4	11	
2017205	7 7 0	14	
2017204	0 5 3	8	
2017203	0 7 0	7	
2017202	9 9 6	24	
2017201	3 5 8	16	
2017200	8 2 7	17	
2017199	3 6 7	16	
2017198	7 0 3	10	
2017197	6 8 1	15	
2017196	1 7 4	12	
2017195	6 8 6	20	
2017194	4 6 6	16	
2017193	3 5 2	10	
2017192	4 0 6	10	
2017191	5 6 7	18	
2017190	8 8 3	19	
2017189	5 6 2	13	
2017188	7 4 1	12	
2017187	6 1 3	10	
2017186	0 3 3	6	
2017185	2 2 8	12	
2017184	8 9 9	26	
2017183	9 9 4	22	
2017182	1 4 8	13	
2017181	5 6 9	20	
2017180	3 6 4	13	
2017179	1 5 9	15	
2017178	7 4 4	15	
2017177	9 7 5	21	
2017176	2 7 6	15	
2017175	0 0 1	1	
2017174	4 1 4	9	
2017173	6 9 4	19	
2017172	5 5 8	18	
2017171	3 4 6	13	
2017170	8 8 1	17	
2017169	8 5 4	17	
2017168	1 3 6	10	
2017167	4 7 1	12	
2017166	4 9 6	19	
2017165	3 3 3	9	
2017164	3 1 2	6	
2017163	0 0 8	8	
2017162	3 9 8	20	
2017161	7 9 7	23	
2017160	2 1 0	3	
2017159	8 7 2	17	
2017158	2 8 5	15	
2017157	1 7 3	11	
2017156	2 4 8	14	
2017155	9 3 5	17	
2017154	3 6 3	12	
2017153	6 0 8	14	
2017152	7 0 7	14	
2017151	0 7 6	13	
2017150	1 1 3	5	
2017149	7 3 9	19	
2017148	7 3 9	19	
2017147	2 9 9	20	
2017146	5 4 9	18	
2017145	9 4 5	18	
2017144	5 8 5	18	
2017143	6 9 8	23	
2017142	8 7 7	22	
2017141	1 1 5	7	
2017140	6 1 4	11	
2017139	6 9 5	20	
2017138	1 8 1	10	
2017137	1 1 9	11	
2017136	8 8 8	24	
2017135	0 7 7	14	
2017134	3 5 9	17	
2017133	9 2 0	11	
2017132	5 5 6	16	
2017131	4 8 2	14	
2017130	6 7 6	19	
2017129	5 6 6	17	
2017128	0 5 5	10	
2017127	6 2 3	11	
2017126	4 9 9	22	
2017125	8 7 8	23	
2017124	0 1 5	6	
2017123	0 0 8	8	
2017122	0 4 5	9	
2017121	4 3 9	16	
2017120	2 8 4	14	
2017119	5 0 9	14	
2017118	6 0 5	11	
2017117	7 3 1	11	
2017116	8 1 4	13	
2017115	1 6 0	7	
2017114	1 6 7	14	
2017113	7 4 5	16	
2017112	6 9 5	20	
2017111	3 3 1	7	
2017110	2 6 6	14	
2017109	4 8 8	20	
2017108	5 5 7	17	
2017107	7 2 5	14	
2017106	9 3 6	18	
2017105	4 2 1	7	
2017104	5 2 4	11	
2017103	3 5 0	8	
2017102	6 9 8	23	
2017101	8 0 9	17	
2017100	5 9 6	20	
2017099	0 4 6	10	
2017098	4 0 7	11	
2017097	7 4 9	20	
2017096	4 7 0	11	
2017095	5 9 3	17	
2017094	5 7 3	15	
2017093	8 4 0	12	
2017092	3 0 5	8	
2017091	3 4 1	8	
2017090	3 9 0	12	
2017089	5 1 8	14	
2017088	3 6 6	15	
2017087	3 7 7	17	
2017086	6 9 7	22	
2017085	5 6 0	11	
2017084	8 2 2	12	
2017083	1 0 5	6	
2017082	6 2 5	13	
2017081	1 2 9	12	
2017080	7 3 5	15	
2017079	4 8 7	19	
2017078	4 4 9	17	
2017077	0 2 0	2	
2017076	0 7 4	11	
2017075	7 8 7	22	
2017074	5 7 6	18	
2017073	0 7 5	12	
2017072	1 7 4	12	
2017071	8 8 2	18	
2017070	2 3 1	6	
2017069	5 1 8	14	
2017068	9 1 0	10	
2017067	6 4 4	14	
2017066	3 2 2	7	
2017065	5 7 7	19	
2017064	1 5 8	14	
2017063	8 6 4	18	
2017062	9 7 5	21	
2017061	4 5 4	13	
2017060	8 6 8	22	
2017059	1 4 3	8	
2017058	2 6 2	10	
2017057	2 4 2	8	
2017056	1 0 2	3	
2017055	2 7 6	15	
2017054	7 5 4	16	
2017053	6 5 2	13	
2017052	7 3 1	11	
2017051	7 0 2	9	
2017050	2 7 8	17	
2017049	0 3 6	9	
2017048	5 5 7	17	
2017047	9 4 5	18	
2017046	5 7 0	12	
2017045	6 7 9	22	
2017044	8 6 1	15	
2017043	0 5 0	5	
2017042	0 0 0	0	
2017041	4 8 0	12	
2017040	8 9 9	26	
2017039	3 9 5	17	
2017038	1 3 4	8	
2017037	8 9 7	24	
2017036	6 5 0	11	
2017035	6 2 4	12	
2017034	3 4 8	15	
2017033	1 1 4	6	
2017032	2 3 7	12	
2017031	3 7 6	16	
2017030	1 0 7	8	
2017029	2 7 2	11	
2017028	1 9 3	13	
2017027	8 7 3	18	
2017026	2 5 9	16	
2017025	3 5 9	17	
2017024	7 0 9	16	
2017023	2 5 0	7	
2017022	0 2 8	10	
2017021	8 5 4	17	
2017020	8 9 3	20	
2017019	6 0 6	12	
2017018	3 1 5	9	
2017017	8 1 7	16	
2017016	4 6 9	19	
2017015	9 5 0	14	
2017014	2 2 1	5	
2017013	5 8 2	15	
2017012	1 2 5	8	
2017011	9 0 9	18	
2017010	9 7 6	22	
2017009	2 0 2	4	
2017008	1 6 9	16	
2017007	7 8 3	18	
2017006	8 8 8	24	
2017005	2 4 6	12	
2017004	3 1 7	11	
2017003	6 5 0	11	
2017002	7 7 9	23	
2017001	3 6 9	18	
2016359	8 8 3	19	
2016358	1 1 0	2	
2016357	4 1 5	10	
2016356	1 2 5	8	
2016355	9 4 2	15	
2016354	4 2 8	14	
2016353	0 8 4	12	
2016352	0 1 6	7	
2016351	8 1 8	17	
2016350	3 8 3	14	
2016349	0 4 9	13	
2016348	2 8 9	19	
2016347	8 0 6	14	
2016346	0 2 9	11	
2016345	5 5 9	19	
2016344	3 6 7	16	
2016343	2 2 5	9	
2016342	4 4 8	16	
2016341	1 5 1	7	
2016340	4 9 3	16	
2016339	2 6 2	10	
2016338	3 0 1	4	
2016337	2 9 9	20	
2016336	0 9 7	16	
2016335	5 5 0	10	
2016334	1 8 9	18	
2016333	0 5 4	9	
2016332	7 7 6	20	
2016331	9 8 3	20	
2016330	3 1 8	12	
2016329	2 4 4	10	
2016328	7 0 9	16	
2016327	8 3 1	12	
2016326	6 9 0	15	
2016325	9 6 1	16	
2016324	6 6 3	15	
2016323	8 7 7	22	
2016322	1 5 3	9	
2016321	8 3 2	13	
2016320	5 2 9	16	
2016319	5 5 7	17	
2016318	4 7 0	11	
2016317	2 4 3	9	
2016316	7 7 4	18	
2016315	8 8 8	24	
2016314	1 5 7	13	
2016313	3 7 3	13	
2016312	1 1 3	5	
2016311	3 9 8	20	
2016310	0 4 5	9	
